NDVI,Rainfall_mm,Temperature_C,Elevation_m,Slope_Degrees,Soil_Moisture,Evapotranspiration_mm,Crop_Beans,Crop_Cowpeas,Crop_Irish Potatoes,Crop_Maize,Crop_Pigeon Peas,Crop_Sorghum,Crop_Sweet Potatoes,Crop_Wheat
0.650204822,1889.168114,31.13016595,1326.481634,3.881770137,0.341334973,932.1772282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.667571319,2368.19783,29.00039597,1495.285854,4.377144183,0.370330906,1000.082038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.551410265,1118.305985,29.63779255,1656.128973,6.06768175,0.259923131,924.9360785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.578508034,1485.61267,30.11568469,1291.128128,4.738457997,0.340937506,837.3115629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.68657356,2138.701087,27.78109085,1578.817004,6.536325909,0.376178469,1031.343334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.620476148,1873.701225,30.23580355,1281.527439,4.629581021,0.376955669,823.4237988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.51261655,1477.44373,33.74021173,218.2482645,3.490184703,0.254666228,814.0747751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.439937535,1124.653063,32.65591219,1306.55982,5.632795786,0.268474634,543.6044673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.453578373,995.3965346,33.43488533,1140.152872,5.801212795,0.254515239,550.2210761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.536808669,1660.776529,33.13119777,1188.48924,6.099259243,0.222768918,731.2654441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.608369226,1740.810978,31.05053041,1356.559342,4.20775526,0.327602123,919.7036756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.626811814,1684.245888,27.8001205,1471.699822,11.27503069,0.36406641,1012.714321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.528337159,1248.982932,32.52521678,1651.899272,4.378008195,0.280760539,839.5533501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.720079983,2128.714611,27.5857519,1751.542416,8.126043749,0.383260274,1096.110897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.648412194,2039.893998,30.4305193,1269.007994,3.781793778,0.40657246,806.1182274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.454013821,1001.498211,33.86975562,792.1647075,5.403696503,0.22886037,599.3887769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.622995814,1608.954851,29.66570356,1843.100223,4.280623485,0.389842167,975.6290182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.622262367,1425.783245,26.40741184,2149.622052,10.04633211,0.336307058,950.9611023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.626634213,1913.523339,29.07963145,1817.179866,5.668323378,0.387409201,952.9887379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.621859048,1630.729502,25.75262078,2383.073835,6.667820071,0.318151473,957.7776448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.508685987,1039.355197,30.43218082,2009.979364,4.694624852,0.351065184,679.9703647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.365848367,928.8135621,35.82533725,1017.624823,4.576910134,0.17424046,346.4868162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.578312471,1813.264359,26.98217484,2107.264899,7.591177933,0.331700823,866.236601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.595845187,1405.184175,26.36636212,2483.53519,6.88202978,0.337508772,939.9994238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.577925735,1331.469494,27.1991086,2409.676352,7.641810202,0.31214419,945.030874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.733578866,2077.985125,26.41710393,1898.711328,7.828218214,0.431362517,1145.899895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.562904085,1294.594031,26.27187946,2528.856295,6.318381223,0.34044612,885.137903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.656901524,1535.94509,23.19237119,2411.712308,9.479190543,0.360812837,1070.19435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.451004235,781.9463569,31.84666077,1632.421849,8.76321619,0.241219845,521.7830516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.607880526,1543.845962,28.93530114,1972.310159,5.430517119,0.388014705,958.4218823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.570942851,1449.825184,28.34904517,2144.819328,3.751003328,0.343845812,885.8825295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.619717897,1620.121587,29.45892948,1396.422952,9.067460354,0.216936956,936.4911329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.724618021,2087.535341,26.82234769,1905.329942,5.558003884,0.42204485,1240.110544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.668370314,2478.211314,28.22423987,1553.924765,4.234981364,0.399469317,1082.065506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.671748328,2683.633131,29.04083533,1229.264375,3.551980104,0.380422108,946.1914092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674024231,2286.418117,29.62667244,1337.668199,4.055499256,0.364200115,1026.78503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.495777935,878.3074325,31.19905712,1433.88776,4.802322515,0.313261621,696.5547257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.688736753,2953.812939,27.76401988,1506.001934,4.282490046,0.389056619,1094.593569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.752467368,2442.626773,26.72585373,1812.953605,8.42308492,0.331811293,1215.977044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729826198,2556.655687,25.87649622,1794.404485,7.549536285,0.434585554,1179.652572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.548195758,1042.309597,29.93570763,1313.118025,6.025219254,0.262581864,751.6984652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.546780327,955.8737049,31.58416547,1074.619032,5.44433328,0.270194891,720.2202641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607920477,1447.682341,30.51786138,1305.769757,5.517892722,0.253794095,928.2092414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65310889,2081.438624,29.47990469,1377.596784,4.41738536,0.348203708,1052.266313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.714944035,2005.831473,24.5794501,1815.846645,11.66395739,0.398520479,1264.50735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.648606062,1546.036029,26.16643972,2130.842906,6.231667917,0.345734623,1059.175938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.736634847,2539.998724,25.95081995,1905.125646,7.115943796,0.439834833,1191.042222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.636771009,1559.780983,26.9778845,2008.71699,6.890073272,0.345156582,1115.055613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.755450715,2560.249108,25.54544197,1877.297522,8.05204414,0.443884321,1210.408955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.682219453,2526.475341,28.9978058,1262.020072,3.676658336,0.41016979,913.3241961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.659912438,2077.830607,26.90104498,1954.223384,5.473983856,0.423829109,1144.691028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.60834275,1575.630408,30.02201095,1322.382898,8.685413318,0.20889921,904.7986531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66950936,2674.444141,29.09435122,1215.086726,3.502162173,0.379335067,945.1293557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.718028547,1780.188634,25.73545278,1502.33557,8.409020782,0.372603629,1172.133981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681902201,2294.831306,29.76873582,1334.117324,3.897807188,0.361824077,1042.784036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.689134679,3012.312553,27.80027225,1492.960212,4.231107561,0.384692687,1090.879011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.576921689,1434.445027,32.02183692,171.0379296,3.745455583,0.272565057,1070.515647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.608697749,2416.726926,28.86749773,1214.482579,3.623956311,0.37627325,820.3972695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.559421706,909.1113008,31.56890419,872.9373078,4.788637082,0.262064891,768.4905171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.549108178,1382.605868,32.74943639,220.4735437,3.411256644,0.261167951,962.2217336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
