Yield_t_ha
0.95038059
1.31974096
0.719308248
1.01560499
0.611557313
0.641099534
0.574893245
0.852065267
0.484929416
0.464287916
0.709233539
0.366722655
0.720714818
0.353341703
0.795506449
0.722357268
0.721680763
0.699607132
0.518075556
0.403697059
0.629746835
1.207658321
0.591028082
0.998757764
1.09557047
0.341184041
0.695781934
0.814410177
0.305602716
0.737903226
0.442858565
0.753336299
0.222222222
0.616657319
0.643863179
0.374034003
0.528363047
0.460288809
0.853220697
0.481789868
10.46986338
9.889816361
10.00094817
12.38372309
9.618644068
4.21692607
9.0
4.559270517
6.829365079
5.364664462
7.464308239
3.425624812
11.0
12.52083333
11.45880599
11.10647784
7.648591637
9.074410163
9.869232667
14.75722222
1.567598681
3.336091298
1.090460792
3.287925989
1.411426923
2.715200755
2.677535101
2.168555347
1.392768973
0.734169339
0.787159052
1.290598978
1.287571986
2.800093865
2.763549312
1.882456817
1.721634308
1.176215696
4.002843762
3.241034762
2.0
0.138646741
0.904761905
0.927536232
0.16
0.318181818
1.005173013
0.833333333
0.6
0.463969054
0.833518484
1.088991513
0.778688525
0.795811518
0.5
0.97826087
0.377906977
0.527131783
1.176070039
1.927687296
1.453382438
0.986243386
1.189123953
1.027921367
1.8
0.967169476
1.775971812
1.358391608
0.783783784
1.056050483
0.771791299
0.799647732
1.843672457
1.593541203
1.041831905
1.631211499
0.629033916
0.615980289
18.38709677
13.79048227
27.84779104
13.09240314
4.245423189
8.528187337
9.744604317
15.13650794
14.57865169
5.787619048
2.610417797
10.70909091
8.872827081
13.30484808
11.04699739
11.47905759
27.15053763
15.34889375
17.97927461
14.78240741
4.5
1.847133758
2.707964602
4.175674164
1.807692308
2.793207223
2.8046031
2.292730937
1.166666667
3.129968454
2.671821306
3.071428571
2.483794466
3.0
1.178492876
1.371377167
0.650857027
0.773668115
0.658316633
0.880070653
0.521320707
0.638762708
0.577448864
0.442936383
0.808107478
0.539630863
0.726648243
0.378539914
0.983036279
0.728420131
0.640452938
0.834872762
0.541168368
0.456542729
1.182654402
0.90776153
0.78023088
0.692307692
1.558007566
0.285110064
0.570992677
0.838036839
0.344854986
1.385611511
0.591041098
0.828393159
0.303867403
0.355602642
0.687619048
0.451761103
0.713073005
0.624937656
0.963795256
0.394043038
10.8999166
10.12952924
10.14080164
11.69751601
7.444029851
4.967343977
7.732773109
6.873315857
11.57425743
7.179906542
6.752914307
3.43372022
12.45824963
12.56563707
9.880283539
11.0364386
5.868321311
5.820895522
7.562526082
10.0
1.441364336
3.614279218
1.442367601
3.381458849
1.281523503
2.708366658
2.695903713
1.973516036
1.453495152
0.305893344
0.818766119
1.108891064
1.226841554
3.17336022
2.776185853
1.738007317
1.581160777
1.139511442
4.664339533
4.267086608
0.5
0.714708786
0.365853659
1.25
0.304347826
0.559055118
1.257840656
1.125
0.652730329
0.924169674
0.960172228
0.297619048
0.631313131
2.0
1.215686275
0.541666667
0.598509934
1.541240627
2.272517321
1.155212033
1.209230769
0.522645914
1.043819206
1.959183673
1.107714561
2.386904762
2.07875
0.469737658
0.959741024
1.131571442
0.701734433
1.47826087
1.355871886
0.931706099
1.606470304
0.661546113
1.220289855
20.17905103
13.5375508
18.38754427
13.81701891
4.430562469
9.800851064
8.585365854
15.30379747
15.0
4.602115541
4.622043919
8.866666667
9.225402504
16.98107085
9.75
10.91760563
10.87962963
13.87349631
22.89473684
10.96007984
1.713333333
3.104477612
2.596858639
4.281376518
2.884615385
3.076743098
4.257446625
2.922784491
0.5
3.372689076
1.633378933
4.05
2.273684211
3.072221014
0.825664752
0.963219962
0.6874957
0.596441696
0.704369225
0.664978903
0.479331507
1.124025903
0.655523806
0.366129114
0.608321306
0.62908813
0.72797169
0.473780638
0.690645124
0.813981398
0.903506119
0.609575314
0.471914052
0.359952688
0.827389444
1.175273865
0.316549571
0.627575277
0.848117984
0.235211466
0.640513552
0.220761571
0.500059446
0.443137255
0.402557001
1.011001755
0.393455706
0.871566585
0.725806452
0.510835913
0.615384615
0.601351351
1.134401973
0.358018868
13.44484092
10.30062394
13.24269782
13.57870577
7.50729927
4.129543336
11.0
6.536744922
9.611398964
4.748820755
12.9224356
5.1802344
10.48050143
12.59834369
9.284065934
10.22407555
5.733195701
5.654152446
7.82907282
9.680174811
1.704716356
2.890585105
1.243064182
2.743357469
1.033539343
2.667337296
2.815843504
1.46106321
0.654792332
0.411377175
0.583927126
0.710530523
1.048024917
2.770362004
2.392357875
2.300921935
1.435920619
0.637556146
3.806464493
3.682927995
0.666666667
0.480193237
2.4
1.222222222
0.293333333
0.472222222
0.678958785
0.166666667
0.698620309
0.962024541
0.922636103
0.440993789
0.797979798
1.2
0.735294118
0.091254753
0.483376698
0.388121547
2.074780059
0.6750141
1.236486486
0.270338653
1.108716896
1.79973822
0.949134615
0.29065793
1.133333333
0.624212477
0.62681686
0.827497865
0.807578178
1.532142857
0.576393443
0.972248266
0.682572614
0.645004444
1.47751938
20.28618152
16.35017454
20.0
13.22592619
6.586248132
8.465594281
12.39690223
12.91150442
8.389261745
4.487179487
3.789259928
8.268251273
8.621965318
10.33148078
12.89043825
10.10286678
11.03125
12.34812563
23.22631579
12.62916667
2.5
2.5
3.163841808
3.574468085
1.0
1.844858963
3.63022528
2.861508386
0.750559284
3.219030521
1.670898438
2.25
2.263157895
1.906855238
